id,name,text,trans
0000000000000,{user},お疲れ様でした、清夏さんは……,辛苦了，清夏……
0000000000000,{user},合格です。ギリギリの結果でしたね。,合格了。真是勉强通过呢。
0000000000000,清夏,…………マ？,……真的吗？
0000000000000,{user},はい、本当ですよ。,是的，真的。
0000000000000,清夏,え、え、ちょ、ちょっと待って！！,诶，诶，等，等一下！！
select,,そんなに信じられ\nませんか？,这么难以置信吗？
select,,これが\n今の実力です,这就是\n现在的实力
select,,課題が\n山積みですね,有很多\n需要改进的地方呢
0000000000000,清夏,信じられるわけなくない？,怎么可能相信呢？
0000000000000,清夏,だって、レッスンなんて\nほとんどやってないじゃん！,毕竟，我几乎没怎么上过课啊！
0000000000000,{user},だから、ギリギリでの合格なんです。,所以，才是勉强通过的合格。
0000000000000,{user},もっとレッスンをすれば、\n上位を目指すことは簡単ですよ。,如果能多上些课，\n冲击更高排名是很容易的哦。
0000000000000,清夏,なに、そのドヤ顔～！\nPっちムカつく～！,什么啊，那得意的表情～！\nP君真让人火大～！
0000000000000,{user},何を言っても、合格した事実は\n変わりません。反省会です。,不管你怎么说，合格的事实\n是不会改变的。我们来总结一下。
0000000000000,清夏,少しはあたしの話、\n聞いてくれてもよくない！？,稍微也听听我的话，\n不行吗！？
0000000000000,清夏,うっわぁ……\nPっち、なんかすっごい嬉しそー。,哇……\nP君，看起来超高兴的。
0000000000000,{user},これで、清夏さんもしっかり\nレッスンしてくれるかな、と。,这样一来，清夏你也会认真\n上课了吧。
0000000000000,清夏,あたしだって合格するなんて、\n予想外だって！,连我自己都觉得合格是\n意料之外的事！
0000000000000,清夏,……なーんか、Pっちの手のひらの上で\n踊らされてる気がするなぁ～。,……总觉得，好像在P君的掌控之中\n跳舞一样呢～。
0000000000000,{user},もう少し、踊らされてください。,请再多跳一会儿吧。
0000000000000,清夏,…………,…………
0000000000000,清夏,しょーがないな～。\nもう少しだけ、だから！,真没办法～。\n只再多跳一点哦！
0000000000000,{user},今回の試験で出来なかった部分を、\nしっかり復習して──,好好复习这次考试中没做好的部分──
0000000000000,清夏,ちょ、Pっち待って！,等，P君等下！
0000000000000,清夏,あたし、まだ続けるなんて\n言ってなくない！？,我还没说要继续吧！？
0000000000000,{user},合格したのに、辞めるんですか？\n次があるのに？,都合格了，还要放弃吗？\n接下来还有机会呢？
0000000000000,清夏,う、そ、それはそうだけど～……,这，这倒是没错啦～……
0000000000000,{user},せっかくなんです。\nもう少しだけ、やってみましょう。,难得合格了。\n再多试试吧。
0000000000000,清夏,し、仕方ないなぁ～。\nPっちがそんなに言うなら──,真，真拿你没办法～。\n既然你这么说──
0000000000000,清夏,もう少しだけ……\nもう少しだけ、やってみる。,再多试试……\n再多试试一点。
info,adv_pstory_001_ssmk_after-audition-mid-normal-04.txt,,
译者,gpt-4o-2024-05-13,,
