id,name,text,trans
0000000000000,{user},お疲れ様でした。葛城さんは……,辛苦了。葛城小姐……
0000000000000,{user},合格です。ギリギリの結果でしたね。,合格了。虽然结果很勉强。
0000000000000,リーリヤ,ご、合格……？\n本当ですか……？,合、合格……？\n真的吗……？
0000000000000,リーリヤ,……何かの手違い、とか\nそういうものでは、なく……？,……不会是弄错了吧？\n真的是这样的吗……？
0000000000000,{user},違いますよ。,不是的。
0000000000000,リーリヤ,よ、良かったぁ……。\nもうダメかと思いました……。,太、太好了……。\n我还以为不行了呢……。
select,,同感です,同感。
select,,さっそく反省会を,马上开始反省会吧。
select,,意外と元気ですね,意外地有精神呢。
0000000000000,{user},正直、とてもヒヤヒヤしました。,说实话，我也很紧张。
0000000000000,リーリヤ,うぅ……。そ、そうですよね……。\nでも、これでわたし──,呜……。对、对啊……。\n不过，这样我就——
0000000000000,リーリヤ,ライブが、できるんですよね……？,可以开演唱会了，对吧……？
0000000000000,{user},ええ。いい舞台とは言えませんが……,是的。虽然不能说是个好舞台……
0000000000000,リーリヤ,ライブができるだけで十分です。\n試験はいい結果が残せなかったけど──,能够开演唱会就已经很足够了。\n虽然考试成绩不理想——
0000000000000,リーリヤ,今度こそ、後悔のない\nパフォーマンスをしたいです。,这次一定要做到\n无怨无悔的表演。
0000000000000,リーリヤ,……はい。わたしも自分なりに、\n反省点をまとめてみたんです。,……嗯。我也整理了一下\n自己的反思点。
0000000000000,リーリヤ,これ……なんですけど……。,就是这个……。
0000000000000,{user},……すごい量ですね。,……好多内容啊。
0000000000000,リーリヤ,なんだか落ち着かなくて……\nまとめていたら、こんな量に……。,总觉得心里不安……\n一整理就这么多了……。
0000000000000,{user},なるほど。失敗した時の対処も\nできるようになってきましたね。,我明白了。你已经开始学习\n如何应对失败了。
0000000000000,{user},成長している証拠です。,这是你成长的证明。
0000000000000,リーリヤ,だといいんですけど……。反省点が\n減るように、がんばります。,希望是这样……。我会努力\n减少反思点的。
0000000000000,リーリヤ,……正直、\n不合格も……覚悟していたんです。,……说实话，\n我已经做好了不合格的准备。
0000000000000,リーリヤ,でも、ギリギリでも合格でした……。,但是，勉强合格了……。
0000000000000,リーリヤ,チャンスをもらえたから……\n落ち込んでばかりじゃ、いられません。,既然得到了机会……\n就不能一直消沉下去。
0000000000000,{user},いいですね、\nいつも通りの葛城さんです。,好样的，\n这才是平时的葛城小姐。
0000000000000,{user},ライブ、楽しみにしています。,期待你的演唱会。
0000000000000,リーリヤ,……はい、今の精一杯を出し切ります。,……嗯，我会尽全力的。
info,adv_pstory_001_kllj_after-audition-final-normal-04.txt,,
译者,gpt-4o-2024-05-13,,
