id,name,text,trans
0000000000000,ダンストレーナー,そこまでっ。,就到這裡吧。
0000000000000,ことね,はぁ、はぁ……\n終わったぁ～。,哈啊，哈啊……\n終於結束了～。
0000000000000,ダンストレーナー,以前より改善したが、引き続き\nスタミナは鍛えておくように。,雖然比以前進步了，但之後也要繼續\n訓練耐力喔。
0000000000000,ことね,はぁ～い。\nありがとうございましたぁ～……,好～的。\n謝謝妳了～……
0000000000000,咲季,ことね。あなた、\nバイトやめるんじゃなかったの？,琴音。妳不是說要辭掉打工嗎？
0000000000000,ことね,やめたっていうかぁ、\nやめてる途中っていうかぁ～？,說辭掉有點不準確啦，\n算是在辭掉的過程中～？
0000000000000,咲季,はぁ、そんなことだと思った。\n本気でアイドルになりたいなら……,唉，我就知道是這樣。\n如果妳真的想成為偶像的話……
0000000000000,ことね,今はお説教はやめてよ～。\n落ち込んでるんだからぁ～。,現在不要教訓我嘛～。\n我正在沮喪中嘛～。
0000000000000,ことね,もっとやる気が出るような\nこと言ってくださ～い。,請說一些能讓我更有幹勁的話吧～。
0000000000000,咲季,まったく……なら、問題解決する\nいい方法があるわ！,真是的……那麼，有個解決問題的\n好方法！
0000000000000,ことね,あ、嫌な予感。,啊，感覺不太好。
0000000000000,咲季,あなた用のＳＳＤを作ってあげる！\n体作りが捗るわよ！,我會為妳製作一個SSD！\n對塑身會很有幫助！
0000000000000,ことね,違っててほしいなーって思ったけど、\n無駄だったか。,雖然希望不要是這樣，\n但好像是徒勞。
0000000000000,ことね,サンキュ～！\n心配してくれる咲季、だいしゅきぃ♪,謝啦～！\n感謝咲季擔心我，我好喜歡♪
0000000000000,ことね,咲季のおかげでぇ、すっごい元気出た！\nだからもうだいじょ～ぶっ！,多虧了咲季，我精神好多了！\n所以我會沒問題的！
0000000000000,咲季,あ、あらそう？\nでもＳＳＤは飲んだほうが……,嗯，是嗎？\n不過還是應該喝下SSD……
0000000000000,ことね,トレーナ～！\n藤田ことね、もっかいやりまぁす！,教練～！\n藤田琴音，再來一次！
0000000000000,咲季,……本当にいいのかしら？,……真的可以嗎？
0000000000000,咲季,ま、元気が出たならよかったわね！,嘛，只要妳精神好就好了！
0000000000000,ことね,ふ～。\nチョロくて助かった……,呼～。\n有個好心的人真是太好了……
info,adv_csprt-1-0002_01.txt,,
译者,gpt-3.5-turbo-0125,,
