id,name,text,trans
0000000000000,{user},――あれ？　葛城さん。\n今日は休みにしていたはずですが。,――咦？ 葛城小姐。\n今天明明是休假的吧。
0000000000000,リーリヤ,あっ、センパイ。\nすみません、我慢できなくて……。,啊，前輩。\n對不起，實在忍不住……。
0000000000000,リーリヤ,昨日のライブの感覚を忘れないうちに、\nもっと練習したかったんです。,昨天的演唱會感覺還在，\n我想繼續練習。
0000000000000,{user},……オーバーワークは良くないって\nこの前も言いましたよね？,……過度工作不好\n前些天我不是已經說過了嗎？
0000000000000,リーリヤ,え、えっと、ちょっとだけなので……。,那個，只是稍微而已……。
0000000000000,リーリヤ,こ、この前みたいに無理な練習は\nしませんからっ！,不、不會像上次那樣\n做出不必要的努力了！
select,,……仕方\nありませんね,……沒辦法\n了
select,,……今日だけは\n見逃します,……今天就\n放過你吧
0000000000000,リーリヤ,センパイ、ありがとうございます……！,前輩，謝謝您……！
0000000000000,リーリヤ,ほ、本当ですか？\n嬉しいです……！,真、真的嗎？\n我好高興……！
0000000000000,{user},まったく……葛城さんのやる気には、\nいつも驚かされますね。,真是的……葛城小姐的幹勁，\n總是讓人驚訝呢。
0000000000000,リーリヤ,……ライブが、楽しかったんです。,……演唱會，太開心了。
0000000000000,リーリヤ,だから、興奮が収まらなくて。\nあのステージに、もう1回立ちたい。,所以，興奮得無法自已。\n我想再站上那個舞台。
0000000000000,リーリヤ,次はもっと……上手に歌いたい。\n上手に踊りたいんです。,下次想要……唱得更好。\n跳得更好。
0000000000000,リーリヤ,休んでいても頭の中はそればっかりで、\nいてもたってもいられなくなって、,即使休息，腦中也充滿了那個念頭，\n無法安心，便……。
0000000000000,リーリヤ,気づいたら、練習してました。,不知不覺地，就開始練習了。
0000000000000,{user},そこまで楽しそうに練習されたら、\n止めることなんてできませんよ。,看到你那麼開心地練習，\n我也無法制止你。
0000000000000,清夏,どうもー、お邪魔します。\nリーリヤいますか？,哈囉～，打擾了。\n莉莉婭在嗎？
0000000000000,リーリヤ,えっ、清夏ちゃん！？,欸，清夏醬！？
0000000000000,清夏,あっ、やっと見つけた！\n探したよ～。\n,啊，終於找到了！\n找了好久～。\n
0000000000000,清夏,昨日は部屋帰ったら寝ちゃってたし、\n起きたらもう出かけてるし。\n,昨天回到房間就睡著了，\n醒來時你已經出門了。\n
0000000000000,リーリヤ,ご、ごめんね。帰ったら\n気が抜けちゃって、すぐ……。\n,對、對不起。回來後\n就放鬆了，馬上……。\n
0000000000000,清夏,ううん──\nライブ、めっちゃ良かったよ！\n,啊──\n演唱會，太棒了！\n
0000000000000,リーリヤ,……ありがとう。\nステージの上から、見えてたよ。,……謝謝。\n在台上看到你了。
0000000000000,清夏,え、マジ？　あんなにお客さんいたのに\nよくあたしのこと見つけられたね。,咦，真的？明明觀眾這麼多\n你怎麼找到我了啊。
0000000000000,リーリヤ,探してたから。\n清夏ちゃん、いないかなって。,一直在找你啊。\n清夏醬，一直在找你。
0000000000000,清夏,え～！　あたしのこと好きすぎじゃん！\nそんなこと言われたら照れるよ。,咦～！你對我這麼喜歡！\n被這樣說我會害羞的啦。
0000000000000,リーリヤ,気のせいだったら恥ずかしいけど、\n最後の方、ちょっと泣いてなかった？,如果我誤會了就太尷尬了，\n最後那一段，不小心哭了吧？
0000000000000,清夏,……な、泣いてないし！\n確かに、めっちゃ感動してたケド……,……我、我沒哭啦！\n確實，非常感動啦，不過……
0000000000000,{user},いえ、泣いてましたね。,不，你哭了。
0000000000000,清夏,よ、余計なこと言うなし！\nちょっと目にゴミが入っただけ！,別、別多嘴啦！\n只是眼睛進了一點灰塵而已！
0000000000000,リーリヤ,あはは……ありがとう、清夏ちゃん。\nわたしのライブ、来てくれて。,哈哈……謝謝你，清夏醬。\n來看我的演唱會。
0000000000000,清夏,……あたしが見たかっただけ。\n感謝されるようなことじゃないよ。,……只是想看看而已。\n沒有值得感謝的事情。
0000000000000,清夏,てか、あたしが感謝したいな。\nあんなライブ見せられたら、さ――,其實，我想感謝你呢。\n看到那樣的演出，讓我——
0000000000000,清夏,――やっぱり、諦められないよ。,——不，我放不下。
0000000000000,リーリヤ,清夏ちゃん……。,清夏醬……。
0000000000000,清夏,……羽ばたいてるリーリヤを見て、\nあたしも、そうなりたいって思った。,看著飛翔的莉莉婭，\n我也想成為那樣的人。
0000000000000,清夏,あたしも、リーリヤの隣に立って、\nもっと高くまで飛んでいきたい。,我也想站在莉莉婭身旁，\n一起飛得更高。
0000000000000,リーリヤ,わたしも……わたしも、そうだよ。\n清夏ちゃん……！,我也……我也是這樣想的。\n清夏醬……！
0000000000000,清夏,ごめんね、レッスンを見に行った時。\n約束、覚えてないふりをして。,對不起，當時去看你的練習。\n假裝忘記了約定。
0000000000000,清夏,ちゃんと、覚えてる。\n本当は、ちゃんと覚えてたんだ。,其實，我記得的。\n其實，我一直記得的。
0000000000000,清夏,でも、もう一度頑張る勇気がなくて、\n言えなかったんだ……,但是，沒有再次努力的勇氣，\n所以，沒有說出來……
0000000000000,リーリヤ,……うん、分かってる。\n清夏ちゃんのこと、信じてたから。,……嗯，我知道。\n因為相信清夏醬。
0000000000000,清夏,あたしね、リーリヤの歌を聞いて、\n頑張る勇気、もらったよ。,聽著莉莉婭的歌，\n我得到了再次努力的勇氣。
0000000000000,清夏,リーリヤのライブを見てるとね、\nすっごく頑張ってて、一生懸命で……,看著莉莉婭的演唱，\n看到她那麼努力，那麼認真……
0000000000000,清夏,あたしも、もっと頑張らなきゃって、\nそんな気持ちにさせられるんだ。,我也必須更加努力，\n這樣的心情讓我感到……。
0000000000000,清夏,きっと、見ていた人みんな、\nあたしと同じ気持ちになったと思う。,肯定有很多人看了之後，\n也和我一樣產生了同樣的感覺。
0000000000000,リーリヤ,……よかった、届いてくれて。,......太好了，你收到了。
0000000000000,リーリヤ,まだまだ、未熟だけど……\nわたしの歌は、誰かを変えられるんだ。,雖然我還很不成熟...\n但我的歌能改變某人。
0000000000000,リーリヤ,届けたい人の心に、届くんだ。,會觸及想傳達的人心。
0000000000000,清夏,うん。リーリヤはすごいよ。\nあたしは最初から見抜いてたけどね！,嗯。莉莉婭真厲害。\n我一開始就看出來了！
0000000000000,リーリヤ,……ありがとう、清夏ちゃん。\nわたしを、アイドルに誘ってくれて。,......謝謝你，清夏醬。\n把我帶進偶像的世界。
0000000000000,リーリヤ,清夏ちゃんがいなかったら、\nきっとわたしは、勇気を出せなかった。,如果沒有清夏醬，\n我肯定沒有勇氣。
0000000000000,リーリヤ,清夏ちゃんが手を引いてくれて、\nセンパイが背中を押してくれたから、,因為有清夏醬拉我一把，\n學姊推了我一把，
0000000000000,リーリヤ,――わたしは今ここにいる。,所以我現在才在這裡。
0000000000000,リーリヤ,だから清夏ちゃんが立ち止まった時、\n今度はわたしの番だって思ったんだ。,所以當清夏醬停下來時，\n我就覺得是我的機會了。
0000000000000,リーリヤ,今度はわたしが、あなたに……\n手を差し伸べるんだって。,這次輪到我了...\n向你伸出援手。
0000000000000,清夏,リーリヤ……,莉莉婭......
0000000000000,リーリヤ,――ねぇ、清夏ちゃん。\nふたりで一緒に、アイドルになろう？,嘿，清夏醬。\n一起成為偶像吧？
0000000000000,清夏,……うん。絶対に、なるよ。\nすぐに、リーリヤに追い付くから。,......嗯。絕對，會的。\n我會馬上追上莉莉婭的。
0000000000000,リーリヤ,――約束。,約定。
0000000000000,清夏,――うん、約束。,嗯，約定。
0000000000000,清夏,ごめんね、レッスンの邪魔しちゃって。\nそれだけ、伝えたかったんだ。,抱歉，打擾了練習。\n只是想傳達這個訊息。
0000000000000,リーリヤ,ううん、大丈夫。,嗯，沒關係。
0000000000000,清夏,あ、そうだ。これ、差し入れ。\n休憩中にでも食べてね。,啊，對了。這是點心。\n休息時記得吃哦。
0000000000000,清夏,プロデューサーさんも、\nよかったら一緒に食べてくださいね～！,製作人先生，\n也一起來吃吧～！
0000000000000,{user},ありがとうございます。,謝謝。
0000000000000,リーリヤ,ありがとう、清夏ちゃん。,謝謝你，清夏醬。
0000000000000,清夏,いえいえ気にしないで！\n練習頑張ってね～！,不用客氣！\n加油練習哦～！
0000000000000,リーリヤ,清夏ちゃんも、頑張ってね！,清夏醬也要加油！
0000000000000,清夏,もちのろんだよっ！\nあたしも、今からレッスンするぜ～！,當然啦！\n我現在就去練習！
0000000000000,清夏,それじゃ、またねっ！,那我先走囉！
0000000000000,{user},……良い友達を持ちましたね。,......交到好朋友了呢。
0000000000000,リーリヤ,はい、本当に……。,是的，真的......。
0000000000000,{user},きっと追い付いてきますよ。\n待っている間も、先に進みましょう。,你一定會追上她的。\n即使等待，也要繼續前進。
