id,name,text,trans
0000000000000,莉波,わ、お客さんいっぱい……,哇，好多观众……
0000000000000,{user},緊張してますか？,紧张吗？
0000000000000,莉波,うん、そうだね。\nけど――,嗯，是啊。\n不过——
0000000000000,莉波,きみが私のためにプロデュース\nしてくれた、最初の曲――,你为我培育的\n第一首歌曲——
0000000000000,莉波,こんなに大勢のお客さんの前で\n歌えるなんて、すごく幸せだよ。,能在这么多观众面前\n演唱，真的很幸福。
0000000000000,莉波,この曲は私のための曲だけど、\n今日来てくれたみんなにも、,这首歌是为我写的，但\n今天到场的每一个人，
0000000000000,莉波,この曲は自分のための曲だって、\n思って欲しいなって。,我希望他们也能觉得\n这首歌是为他们而写的。
0000000000000,{user},そうですね。,是啊。
0000000000000,莉波,……――。,……——。
0000000000000,莉波,……ごめん、{user}くん。\n強がっちゃったけど、,……对不起，{user}君。\n我刚才逞强了，
0000000000000,莉波,……やっぱり、\nちょっと、怖いんだ。,……其实，\n还是有点害怕。
0000000000000,莉波,この曲は、私の気持ちの結晶で、\n私そのものだから――,这首歌是我心情的结晶，\n是我的一部分——
0000000000000,莉波,伝わらなかったら、受け入れられ\nなかったらどうしようって、,如果没能传达出去，\n没被接受怎么办，
0000000000000,莉波,さっきから、そんなことばっかり、\n考えちゃってて――,刚才一直在想这些事情——
0000000000000,莉波,こんな不安な気持ちじゃ、\nうまく歌えない、よね……,怀着这种不安的心情，\n恐怕很难唱好……
0000000000000,{user},……大丈夫ですよ。,……没关系的。
0000000000000,{user},不安も、怖い気持ちも、\n無理に隠さずに歌にのせてください。,不安也好，害怕也好，\n不用强行隐藏，带进歌里去吧。
0000000000000,莉波,……え？,……诶？
0000000000000,{user},この曲は――\n変わりたいのに変われない、,这首歌是——\n想改变却无法改变，
0000000000000,{user},最初の一歩を踏み出す勇気がない、\nそんな人の気持ちを歌った曲ですよね。,没有勇气迈出第一步，\n唱的是这样的心情吧。
0000000000000,莉波,う、うん……,嗯、嗯……
0000000000000,{user},今のその不安な気持ちを、\n素直に歌えば――,现在的这种不安心情，\n坦率地唱出来——
0000000000000,{user},きっと、お客さんの心に届きます。,一定能传达到观众的心里。
0000000000000,莉波,……そっか。そうだね。,……是啊。没错。
0000000000000,莉波,今、受け入れてもらえるか、\n不安に思ってるのが、ありのままの私。,现在担心是否会被接受，\n这才是真实的我啊。
0000000000000,莉波,だから、うん。今の気持ち、\n素直に歌えばいいんだね。,所以，嗯。现在的心情，\n坦率地唱出来就好。
0000000000000,{user},はい。この曲は――\n<em>そういう曲</em>です。,是的。这首歌——\n<em>就是这样的歌</em>。
0000000000000,スタッフ,プロデューサーさん、\n本番前のチェックお願いします！,制作人，\n请进行演出前的检查！
0000000000000,{user},わかりました！\n……すみません。では、また後ほど。,我知道了！\n……不好意思。那么，待会见。
0000000000000,莉波,うん、ありがとう、{user}くん。,嗯，谢谢你，{user}君。
0000000000000,莉波,私の素直な気持ち、\nステージで届けてくるよ。,我会把我的真实心情，\n带到舞台上传达给大家。
0000000000000,莉波,お客さんと――,和观众——
0000000000000,莉波,（――きみに届くように）,（——还有你）
info,adv_cidol-hrnm-3-000_03.txt,,
译者,gpt-4o-2024-05-13,,
