id,name,text,trans
0000000000000,千奈,お待たせいたしました、先生。,让您久等了，老师。
0000000000000,{user},本日は欠席されたとのことで……\nもう起きて大丈夫なのですか？,听说您今天缺席了……\n现在已经没事了吗？
0000000000000,千奈,はいっ、大丈夫ですわ！\nまだあちこち筋肉痛ですけれども……,嗯，没事的！\n虽然肌肉还在疼……
0000000000000,千奈,我ながらふがいないですわぁ……,我真是太没用了……
0000000000000,千奈,レッスンをこなせないばかりか、\n翌日まで動けないだなんてぇ……,不但没完成课程，\n还到第二天都动不了……
0000000000000,千奈,……先生、わたくしに、\n失望してしまわれましたか？,……老师，您是不是\n对我失望了？
select,,いいえ、きっとそうなるだろうと\n思っていました,不会的，我原本就预料到\n会这样。
0000000000000,千奈,ええええっ！？,诶！？
0000000000000,{user},倉本さんの運動不足は\n明らかでしたからね。,因为仓本同学缺乏运动\n是显而易见的。
0000000000000,{user},初レッスンの翌日は、\n動けなくなるだろう、と。,第一次课后第二天，\n动不了了，是预料中的事。
0000000000000,千奈,そ、そこまでわかっていながら、\nあんな課題を……？,明知道会这样，\n还布置那样的任务……？
0000000000000,千奈,いじわるですわ、先生！,老师，太过分了！
0000000000000,{user},申し訳ありません。\n必要なことでしたので。,非常抱歉。\n这是必要的。
0000000000000,{user},それで、いかがでしたか？　\nレッスンを受けてみて。,那么，感觉如何？\n上完课以后。
0000000000000,千奈,思い知りましたわ。わたくしが\n立派なアイドルになるためには……,我明白了。为了成为\n优秀的偶像……
0000000000000,千奈,なにはともあれ、\n体力を付けねばなりませんっ！,首先必须\n增加体力！
0000000000000,千奈,いまのままでは、ただレッスンを\nこなすことさえできませんもの。,现在的状态，连完成课程\n都做不到。
0000000000000,{user},問題を共有できたようで、なにより。\n付け加えるなら……,能认清问题就好。再补充一点……
0000000000000,{user},怪我を防ぐ意味でも、合わせて\n柔軟性を鍛えていきましょう。,为了防止受伤，我们还要\n一起锻炼柔韧性。
0000000000000,千奈,はいっ！　わかりましたわ、先生！,好的！明白了，老师！
0000000000000,{user},……ところで、倉本さん。昨日は、\nとても苦しかったでしょう。,……对了，仓本同学。昨天，\n一定很痛苦吧。
select,,もうやめたい、とは、\n思わなかったのですか？,有没有想过\n放弃？
0000000000000,千奈,もちろん！　\n何度も思いましたわっ！,当然！\n我无数次想过！
0000000000000,千奈,軽い気持ちで口にした夢のせいで、\nこんなひどい目に遭うなんて、と。,因为轻易说出口的梦想，\n遭受了这样的折磨。
0000000000000,千奈,キラキラと輝くばかりのお仕事だと、\nそう思っておりましたもの。,我以为这是一个充满光彩的工作。
0000000000000,千奈,わたくし、\n本当におばかさんでしたわ。,我真是太傻了。
0000000000000,千奈,立派なアイドルになるためには、,为了成为优秀的偶像，
0000000000000,千奈,過酷なレッスンを、積み上げて\nいかなくてはなりませんの。,必须要经历艰苦的训练。
0000000000000,千奈,そんなの当たり前ですのにね。,这些都是理所当然的。
0000000000000,千奈,昨夜からベッドの上で、ずぅーっと\n悩んでおりましたわ。,昨晚在床上，我一直\n在困惑。
0000000000000,千奈,こんなに辛くて、みじめな気持ち……\n生まれて初めてでしたもの。,这么痛苦，这么悲惨的感觉……\n这是我生平第一次。
0000000000000,千奈,身体が痛くて、動けなくて……何度も\nやめたいと思いましたわ。――だけど。,身体疼痛，动不了……无数次\n想要放弃。——但是。
0000000000000,千奈,わたくし、やめませんわ！,我不会放弃！
0000000000000,千奈,思い知りましたもの！　\nわたくしが憧れたアイドルは――,因为我明白了！我所憧憬的偶像——
0000000000000,千奈,想像していたよりも、ずっとずっと\n素敵で、すごい方々だったと！,比我想象中的更棒、更伟大！
0000000000000,千奈,わたくし、夢と憧れが\n膨らむばかりですわっ！,我的梦想和憧憬\n更加膨胀了！
0000000000000,{user},夢を叶えるためなら、\n辛いレッスンもいとわない？,为了实现梦想，\n也不怕辛苦的训练吗？
0000000000000,千奈,……うぅ～～～。,……呜～～～。
0000000000000,{user},そこは断言できないのですね。,看来还不能断言呢。
0000000000000,千奈,はいっ！　わたくし、\nこの学園の誰よりも――,没错！我，\n有信心说，我比这学校里的任何人——
0000000000000,千奈,甘やかされて育ってきた\nという自信がありますわ！,都被溺爱地长大了！
0000000000000,{user},………………………………,………………………………
0000000000000,千奈,あ、呆れないでくださいませぇ～～！,啊，请别感到无语～～！
0000000000000,{user},今日のプロデュース状況を\nメモしておこう。\n,把今天的培育状况\n记录下来。\n
0000000000000,{user},夢のために頑張る倉本さんを、\nしっかり支えていこう。\n,要好好支持为了梦想而努力的\n仓本同学。\n
info,adv_dear_kcna_005.txt,,
译者,gpt-4o-2024-05-13,,
