id,name,text,trans
0000000000000,{user},お疲れ様でした。葛城さんは……,辛苦了。葛城小姐……
0000000000000,{user},合格です。まずまずの結果でしたね。,合格了。結果還算可以吧。
0000000000000,リーリヤ,悔しい思いもありますけど……\n受かってて、良かったです。,有些失望的心情……\n但是被錄取了，真是太好了。
select,,今回の講評を\nしても？,這次的評論\n能做嗎？
select,,納得できて\nいますか？,你能接受\n這次的結果嗎？
select,,祝賀会を\nしましょう,我們來\n慶祝一下吧
0000000000000,リーリヤ,……は、はい。お願いします。,……好的。請您安排。
0000000000000,{user},全体的に、\n小さなミスが目立っていましたね。,整體來看，\n小錯誤比較明顯呢。
0000000000000,リーリヤ,す、すみません……。,對、對不起……。
0000000000000,{user},ですが、リカバリーは速く、\n焦って笑顔が崩れることもなかった。,但是，你的恢復速度很快，\n也沒有焦慮到笑容崩壞。
0000000000000,リーリヤ,もしかして、褒められてます……？\nたくさんミスしたのに……。,難道，我被表揚了嗎……？\n明明犯了好多錯誤……。
0000000000000,{user},ミスしないと気づけない\n大切な課題点もありますから。,不犯錯就察覺不到\n重要的課題點呢。
0000000000000,{user},ライブまでに、ミスを演出に見せかける\n方法を身につけましょう。,在演出之前，學會把錯誤\n製造成表演吧。
0000000000000,リーリヤ,ぜひ、よろしくお願いします。,請您多指教。
0000000000000,リーリヤ,……いえ。いま思い出してみても、\nできなかったところばっかりで……,……不。現在回想起來，\n只能想到不足之處……
0000000000000,リーリヤ,合格できてほっとしてるんですけど、\nなんでだろう、って思ってます……。,很放心能通過考試，\n但為什麼，我在想著為什麼……。
0000000000000,{user},そうでしたか。,是這樣嗎。
0000000000000,{user},葛城さんのことですから、自己評価と\nズレているとは思いましたが……,因為是葛城小姐，所以我覺得\n你的自我評價有些偏差……
0000000000000,リーリヤ,あの……\nちなみに、センパイの評価は……？,那個……\n順便問一下，前輩的評價是……？
0000000000000,{user},そうですね、今回の評価は妥当かと。\n良い所も悪い所もたくさんあって――,嗯，這次的評價是合理的。\n好的地方和不好的地方都有很多――
0000000000000,{user},今後の伸びしろに、\n十分期待できるパフォーマンスでした。,對於未來的發展潛力，\n表現得相當令人期待。
0000000000000,リーリヤ,……良かったです……。,……太好了……。
0000000000000,リーリヤ,わたし……\nこれからも、頑張ります……！,我……\n往後也會繼續努力……！
0000000000000,リーリヤ,……へ？,……嘿？
0000000000000,{user},まずは、無事に合格できたことを\n祝おうかと。どうですか？,首先，我們來慶祝一下\n順利通過考試。怎麼樣？
0000000000000,リーリヤ,……気持ちは嬉しいです。,……心情是開心的。
0000000000000,リーリヤ,……でも、お祝いされると\n気がゆるんじゃうので……,……但是，如果被慶祝，\n會讓我鬆懈的……
0000000000000,リーリヤ,ライブの後のご褒美に、\n取っておいて、いいですか……？,留到演出後的獎勵，\n可以嗎……？
0000000000000,{user},葛城さんらしいですね。では、次は\n最高の結果を楽しみにしています。,真是像葛城小姐一樣呢。那麼，期待你\n下次能有最棒的表現。
0000000000000,リーリヤ,……えええっ！？　せ、センパイ、\nハードルが上がりすぎです……！,……欸欸欸！？前、前輩，\n這樣設定的門檻太高了吧……！
info,adv_pstory_001_kllj_after-audition-final-normal-03.txt,,
译者,gpt-3.5-turbo-0125,,
