id,name,text,trans
0000000000000,{user},お疲れ様でした、倉本さんは……,辛苦了，仓本同学……
0000000000000,{user},合格です。素晴らしい結果でしたね。,合格了。真是出色的结果。
0000000000000,千奈,ありがとうございます、先生っ！,谢谢您，老师！
0000000000000,千奈,最近、わたくし……,最近，我……
0000000000000,千奈,生まれ変わったような気分ですの。,感觉像是重生了一样。
0000000000000,千奈,朝はすぐに起きられますし、\n夜はすぐに眠れますし、,早上能够马上起床，\n晚上也能很快入睡，
0000000000000,千奈,運動をしてもなかなか疲れませんし……\nいつも元気いっぱいなのです！,就算运动也不容易疲劳……\n总是充满活力！
select,,健康に\nなりましたね,变得\n健康了
select,,それが\n良きアイドルです,这就是\n好的偶像
select,,他には？,还有其他的吗？
0000000000000,千奈,はぃぃっ！,是的！
0000000000000,千奈,先生のおかげですわ。\n学園に入学したおかげですわ。,多亏了老师。\n多亏了入学这个学园。
0000000000000,千奈,アイドルを目指した、おかげですわ。,多亏了朝着偶像的目标努力。
0000000000000,千奈,どんなに感謝しても足りません。,无论怎么感谢都不够。
0000000000000,{user},では、ライブで皆に見せてください。,那么，就在演唱会上展示给大家看吧。
0000000000000,{user},生まれ変わった、倉本千奈の姿を。,重生后的仓本千奈的样子。
0000000000000,千奈,はいっ、先生！,好的，老师！
0000000000000,{user},ようやくスタートラインに\nたどり着きましたね。,终于到达了\n起跑线。
0000000000000,千奈,はいっ！,是的！
0000000000000,{user},では、生まれ変わった倉本さんの姿を\n皆に披露しましょう。,那么，就把重生后的仓本同学的样子\n展示给大家看吧。
0000000000000,千奈,お肉をプニプニつまめなくなった\n二の腕やお腹を皆様に……？,把不能再捏出肉的\n手臂和肚子展示给大家……？
0000000000000,千奈,それは……さすがに恥ずかしいですわ。,那样的话……实在是太害羞了。
0000000000000,{user},そんなアイドル活動はないです。\nライブです、ライブ。,没有那样的偶像活动。\n是演唱会，演唱会。
0000000000000,千奈,な、なぁんだ……それならそうと、\n早く言ってくださいませ！,什，什么啊……如果是这样，\n请早点说呀！
0000000000000,千奈,もちろん、言われるまでもなく\nそのつもりでしたわっ！,当然，不用说\n我也打算这么做！
0000000000000,千奈,えっ？　えっと……,诶？ 那个……
0000000000000,千奈,ごはんが美味しくて、\nたくさん食べちゃいますの。,饭菜太好吃了，\n忍不住吃了很多。
0000000000000,千奈,なのにあんまりふとりませんわ。,但是却没怎么胖。
0000000000000,千奈,あとは……そうですわね。\n肩や首がこらなくなりましたし……,还有……是啊。\n肩膀和脖子也不再酸痛了……
0000000000000,千奈,頭がすっきりして、\n座学の成績も上がりましたのよ！,头脑很清晰，\n成绩也提高了！
0000000000000,{user},……すごいですね、アイドル活動。,……真是厉害啊，偶像活动。
0000000000000,千奈,はいっ！　全人類は\nアイドルになるべきですわっ！,是的！ 所有人类\n都应该成为偶像！
0000000000000,千奈,……って、なんのお話でしたっけ？,……话说，我们在聊什么来着？
0000000000000,{user},次のライブを頑張りましょう\nという話です。,是在说要加油准备\n下次的演唱会。
0000000000000,千奈,そうでしたわ！　\n見ていてくださいませ、先生！,对啊！\n请看着吧，老师！
info,adv_pstory_001_kcna_after-audition-final-normal-02.txt,,
译者,gpt-4o-2024-05-13,,
