id,name,text,trans
0000000000000,{user},お疲れ様でした。月村さんは……,辛苦了。月村同学……
0000000000000,{user},合格です。ギリギリの結果でしたね。,合格了。结果勉勉强强。
0000000000000,手毬,……これが……,……这是……
0000000000000,手毬,今の私の、実力なんですね。,现在的我的，实力吗。
select,,落ち込んでは\nいないようですね,看起来\n没有沮丧呢
select,,納得\nできませんか？,是觉得\n不甘心吗？
select,,初星学園の\nレベルは高い,初星学园的\n水平很高
0000000000000,手毬,ずっとアイドルとして生きてきて……,一直以来都作为偶像生活……
0000000000000,手毬,成功も、失敗も、\n経験してきていますから。,成功也好，失败也好，\n都经历过了。
0000000000000,手毬,それに、まだ終わってません。,而且，这还没有结束。
0000000000000,手毬,いまは目の前のライブに集中します。,现在我要专注于眼前的演出。
0000000000000,手毬,すべてはそれからです。,一切都在那之后。
0000000000000,手毬,いいえ。,不。
0000000000000,手毬,いまの私にあるのは、\n自分への怒りと……焦りだけです。,现在的我，\n只有对自己的愤怒和……焦虑。
0000000000000,手毬,もっと、もっと頑張らなくちゃ……,要更、更加努力才行……
0000000000000,{user},協力しますよ。\nですが、いま頑張るべきなのは――,我会帮你的。\n不过，现在要努力的是——
0000000000000,手毬,目前のライブ。……わかってます。\nたとえ大舞台じゃなくたって……,眼前的演出。……我知道。\n即使不是大舞台……
0000000000000,手毬,全力を尽くします。,也会全力以赴。
0000000000000,手毬,これ以上、\n自分を嫌いになりたくないから。,因为我不想再\n讨厌自己了。
0000000000000,{user},月村さんは十分に\n健闘していると思いますよ。,我认为月村同学已经\n表现得很好了。
0000000000000,手毬,健闘じゃダメなんです。,表现好是不够的。
0000000000000,手毬,私は、トップアイドルを\n目指しているんですから。,因为我要成为\n顶级偶像。
0000000000000,{user},なら、次は高順位を狙いましょう。,那么，下次瞄准更高的名次吧。
0000000000000,手毬,当然です。――だけど。,当然。——不过。
0000000000000,手毬,その台詞はまだ早いよ、\nプロデューサー。,这句话还太早了，\n培育人。
0000000000000,手毬,ライブはまだ、\n始まってもいないんだから。,演出还\n没有开始呢。
0000000000000,手毬,先のことは、\n全部終わってから考えよう。,之后的事情，\n等一切结束后再考虑吧。
info,adv_pstory_001_ttmr_after-audition-final-normal-04.txt,,
译者,gpt-4o-2024-05-13,,
