id,name,text,trans
0000000000000,ことね,こんにちは、プロデューサー！,你好，制作人！
0000000000000,{user},こんにちは、藤田さん。\nずいぶんお元気ですね。,你好，藤田小姐。\n看起来你很有精神啊。
0000000000000,ことね,もちろんですよ～、今日から本格的に\nプロデュースしてくれるんですよねっ？,当然啦～，今天开始你会正式\n培育我了，对吧？
0000000000000,ことね,あたし、なにをすればいいですかっ？,我该做些什么呢？
0000000000000,{user},まずは、現状把握です。,首先，了解现状。
0000000000000,ことね,現状把握？,了解现状？
0000000000000,{user},率直に申し上げて、藤田さんの\nアイドルとしての実績や成績は、,坦白说，藤田小姐你\n作为偶像的成绩和表现，
0000000000000,{user},とても良いものとは言えません。,并不算很好。
0000000000000,ことね,うぐ……で、でもプロデューサー！,呃……但是，制作人！
0000000000000,ことね,そんなのわかってて、\nあたしをスカウトしたんでしょ？,你知道这一点，\n还是来挖掘我的，对吧？
0000000000000,{user},もちろんです。藤田さんには、\n比類なきアイドルの才能があります。,当然了。因为藤田小姐你有\n无与伦比的偶像才能。
0000000000000,{user},間違いなく、\nトップアイドルになり得る器です。,毫无疑问，你有\n成为顶级偶像的潜力。
0000000000000,ことね,え、えぇ～？,诶，真的吗～？
0000000000000,ことね,（うぅ……我ながらちょろいな～）,（呃……我真是太容易动摇了～）
0000000000000,ことね,（褒められるのが嬉しすぎて、\nカンッタンに信じちゃうんだから～）,（被夸奖得太开心了，\n一下子就相信了～）
0000000000000,ことね,プロデューサぁ～、\nさすがに言い過ぎぃ～。,制作人～，\n你说得有点过了哦～。
0000000000000,ことね,てかっ、そんなに才能あるならぁ、\nなんであたし、成績悪いんですかぁ？,而且啊，如果我真的有那么多才能，\n那为什么我的成绩这么差啊？
0000000000000,ことね,アイドルやってて、一度も\n褒められたコトないんですケドぉ！,做偶像这么久，一次都没\n被夸奖过呢！
0000000000000,{user},アルバイトのしすぎで、アイドル活動に\n集中できていないからです。,因为你打工太多，没办法\n专心进行偶像活动。
0000000000000,{user},自覚はありますか？,你有意识到吗？
0000000000000,ことね,うっ……あり、ます。\nでもぉ、事情があってぇ……,呃……有的，\n但是有原因的……
0000000000000,{user},アルバイトは減らせない、と。,就是说无法减少打工时间，对吧。
0000000000000,ことね,そーなんですよねぇ～、えへへ……,是啊～，呵呵……
0000000000000,ことね,（う～……失望されちゃったかなぁ）,（呃……他会不会对我失望啊）
0000000000000,{user},藤田さん。\nまずはこれを渡しておきます。,藤田小姐。\n先把这个给你。
0000000000000,ことね,へっ？　……これって……\n奨学金の申請書……？,诶？……这是……\n奖学金申请表……？
0000000000000,{user},プロデューサーが付いた生徒は、,有制作人指导的学生，
0000000000000,{user},学園からの奨学金や\n支援金を受ける条件が緩和されます。,申请学园的奖学金和\n补助金的条件会放宽。
0000000000000,{user},これでアルバイトを減らせますね？,这样你就可以减少打工时间了吧？
0000000000000,ことね,ぷ、プロデューサー！！,制、制作人！！
0000000000000,{user},うわっ！,哇！
0000000000000,ことね,あたし、あたしぃ……\n信じて付いてきてよかったぁ～～～！,我，我真是太好了，\n相信你跟着你走！
0000000000000,{user},大げさな。出会ったばかりですよ。,你太夸张了。我们才刚见面呢。
